area_peril_id,peril_id,postalcode
1176,WSS,LE13 1LJ
1177,WSS,LE13 1LS
1178,WSS,LE13 0DS
1179,WSS,LE13 0NF
1180,WSS,LE13 0BT
1181,WSS,LE13 0AF
1182,WSS,LE13 1SG
1183,WSS,LE13 1SQ
1184,WSS,LE13 1SE
1185,WSS,LE13 0GE
1186,WSS,LE13 1SF
1187,WSS,LE13 1SH
1188,WSS,LE13 1SJ
1189,WSS,LE13 1SL
1190,WSS,LE13 0QF
1191,WSS,LE13 1HR
1192,WSS,LE13 0FD
1193,WSS,LE13 0ES
1194,WSS,LE13 0DT
1195,WSS,LE13 0UZ
1196,WSS,LE13 0LS
1197,WSS,LE13 0DU
1198,WSS,LE13 0DX
1199,WSS,LE13 0GG
1200,WSS,LE13 0AR
1201,WSS,LE13 0AS
1202,WSS,LE13 0GF
1203,WSS,LE13 1EA
1204,WSS,LE13 1EJ
1205,WSS,LE13 0RD
1206,WSS,LE13 1PF
1207,WSS,LE13 1DU
1208,WSS,LE13 0UH
1209,WSS,LE13 0TB
1210,WSS,LE13 0ST
1211,WSS,LE13 0TD
1212,WSS,LE13 0TA
1213,WSS,LE13 0GX
1214,WSS,LE13 0DY
1215,WSS,LE13 0TG
1216,WSS,LE13 0JQ
1217,WSS,LE13 0JL
1218,WSS,LE13 0JH
1219,WSS,LE13 0JJ
1220,WSS,LE13 0PF
1221,WSS,LE13 0EQ
1222,WSS,LE13 1DX
1223,WSS,LE13 1DY
1224,WSS,LE13 1HH
1225,WSS,LE13 1HJ
1226,WSS,LE13 1UA
1227,WSS,LE13 0UN
1228,WSS,LE13 0UJ
1229,WSS,LE13 0UD
1230,WSS,LE13 0PE
1231,WSS,LE13 1BU
1232,WSS,LE13 1FD
1233,WSS,LE13 0EH
1234,WSS,LE13 0EP
1235,WSS,LE13 0EA
1236,WSS,LE13 0BD
1237,WSS,LE13 1DZ
1238,WSS,LE13 0AT
1239,WSS,LE13 0QE
1240,WSS,LE13 1UB
1241,WSS,LE13 1EQ
1242,WSS,LE13 1HL
1243,WSS,LE13 1HX
1244,WSS,LE13 1HP
1245,WSS,LE13 0RE
1246,WSS,LE13 1AD
1247,WSS,LE13 1LN
1248,WSS,LE13 1LL
