LocNumber,GeogScheme1,GeogName1,GeogScheme2,GeogName2,GeogScheme3,GeogName3,GeogScheme4,GeogName4,GeogScheme5,GeogName5,Longitude,Latitude,CountryCode,ConstructionCode,OccupancyCode
3767,0,0,0,0,0,0,0,0,0,0,-0.8914592,52.7504016,GB,5556,1120
3768,0,0,0,0,0,0,0,0,0,0,-0.8921711,52.7503722,GB,5556,1120
3769,0,0,0,0,0,0,0,0,0,0,-0.8914457,52.7503475,GB,5556,1120
3770,0,0,0,0,0,0,0,0,0,0,-0.8922452,52.7503729,GB,5556,1120
3771,0,0,0,0,0,0,0,0,0,0,-0.8914633,52.7502398,GB,5556,1120
3772,0,0,0,0,0,0,0,0,0,0,-0.8924534,52.7503389,GB,5556,1120
3773,0,0,0,0,0,0,0,0,0,0,-0.8914499,52.7501857,GB,5556,1120
3774,0,0,0,0,0,0,0,0,0,0,-0.8924988,52.7503034,GB,5556,1120
3775,0,0,0,0,0,0,0,0,0,0,-0.8911406,52.7501109,GB,5556,1120
3776,0,0,0,0,0,0,0,0,0,0,-0.8910668,52.7501012,GB,5556,1120
3777,0,0,0,0,0,0,0,0,0,0,-0.8909045,52.7500727,GB,5556,1120
3778,0,0,0,0,0,0,0,0,0,0,-0.8908159,52.7500629,GB,5556,1120
3779,0,0,0,0,0,0,0,0,0,0,-0.8926082,52.7500797,GB,5556,1120
3780,0,0,0,0,0,0,0,0,0,0,-0.8906534,52.7500434,GB,5556,1120
3781,0,0,0,0,0,0,0,0,0,0,-0.8925644,52.7500523,GB,5556,1120
3782,0,0,0,0,0,0,0,0,0,0,-0.8905796,52.7500337,GB,5556,1120
3783,0,0,0,0,0,0,0,0,0,0,-0.8923274,52.7500501,GB,5556,1120
3784,0,0,0,0,0,0,0,0,0,0,-0.8904169,52.7500232,GB,5556,1120
3785,0,0,0,0,0,0,0,0,0,0,-0.8922837,52.7500227,GB,5556,1120
3786,0,0,0,0,0,0,0,0,0,0,-0.8903282,52.7500134,GB,5556,1120
3787,0,0,0,0,0,0,0,0,0,0,-0.8920615,52.7500206,GB,5556,1120
3788,0,0,0,0,0,0,0,0,0,0,-0.890426,52.7496637,GB,5556,1120
3789,0,0,0,0,0,0,0,0,0,0,-0.8920027,52.7500021,GB,5556,1120
3790,0,0,0,0,0,0,0,0,0,0,-0.8904848,52.7496822,GB,5556,1120
3791,0,0,0,0,0,0,0,0,0,0,-0.8918256,52.7499735,GB,5556,1120
3792,0,0,0,0,0,0,0,0,0,0,-0.8905438,52.7496918,GB,5556,1120
3793,0,0,0,0,0,0,0,0,0,0,-0.8917666,52.7499639,GB,5556,1120
3794,0,0,0,0,0,0,0,0,0,0,-0.890588,52.7497012,GB,5556,1120
3795,0,0,0,0,0,0,0,0,0,0,-0.8915893,52.7499443,GB,5556,1120
3796,0,0,0,0,0,0,0,0,0,0,-0.8908084,52.7497752,GB,5556,1120
3797,0,0,0,0,0,0,0,0,0,0,-0.8915157,52.7499256,GB,5556,1120
3798,0,0,0,0,0,0,0,0,0,0,-0.8908822,52.7497848,GB,5556,1120
3799,0,0,0,0,0,0,0,0,0,0,-0.8913683,52.7498973,GB,5556,1120
3800,0,0,0,0,0,0,0,0,0,0,-0.891044,52.7498313,GB,5556,1120
3801,0,0,0,0,0,0,0,0,0,0,-0.8912801,52.7498695,GB,5556,1120
3802,0,0,0,0,0,0,0,0,0,0,-0.8911178,52.749841,GB,5556,1120
3803,0,0,0,0,0,0,0,0,0,0,-0.8989318,52.7719302,GB,5556,1120
3804,0,0,0,0,0,0,0,0,0,0,-0.8989272,52.7715256,GB,5556,1120
3805,0,0,0,0,0,0,0,0,0,0,-0.8989345,52.7718224,GB,5556,1120
3806,0,0,0,0,0,0,0,0,0,0,-0.8989299,52.7714178,GB,5556,1120
3807,0,0,0,0,0,0,0,0,0,0,-0.8989372,52.7717145,GB,5556,1120
3808,0,0,0,0,0,0,0,0,0,0,-0.8989326,52.7713099,GB,5556,1120
3809,0,0,0,0,0,0,0,0,0,0,-0.8986352,52.7719364,GB,5556,1120
3810,0,0,0,0,0,0,0,0,0,0,-0.8986456,52.771523,GB,5556,1120
3811,0,0,0,0,0,0,0,0,0,0,-0.8986379,52.7718286,GB,5556,1120
3812,0,0,0,0,0,0,0,0,0,0,-0.8986335,52.771415,GB,5556,1120
3813,0,0,0,0,0,0,0,0,0,0,-0.8986406,52.7717207,GB,5556,1120
3814,0,0,0,0,0,0,0,0,0,0,-0.898636,52.7713161,GB,5807,1120
3815,0,0,0,0,0,0,0,0,0,0,-0.8982307,52.7715191,GB,5807,1120
3816,0,0,0,0,0,0,0,0,0,0,-0.8982323,52.7720406,GB,5807,1120
3817,0,0,0,0,0,0,0,0,0,0,-0.8982332,52.7714203,GB,5807,1120
3818,0,0,0,0,0,0,0,0,0,0,-0.898235,52.7719327,GB,5807,1120
3819,0,0,0,0,0,0,0,0,0,0,-0.8982213,52.7713033,GB,5807,1120
3820,0,0,0,0,0,0,0,0,0,0,-0.898223,52.7718247,GB,5807,1120
3821,0,0,0,0,0,0,0,0,0,0,-0.8982257,52.7717169,GB,5807,1120
3822,0,0,0,0,0,0,0,0,0,0,-0.8803877,52.7788767,GB,5807,1120
3823,0,0,0,0,0,0,0,0,0,0,-0.8803109,52.7789839,GB,5807,1120
3824,0,0,0,0,0,0,0,0,0,0,-0.8800406,52.7791162,GB,5807,1120
3825,0,0,0,0,0,0,0,0,0,0,-0.8798477,52.7791234,GB,5807,1120
3826,0,0,0,0,0,0,0,0,0,0,-0.879825,52.7788534,GB,5807,1120
3827,0,0,0,0,0,0,0,0,0,0,-0.8800227,52.7786575,GB,5807,1120
3828,0,0,0,0,0,0,0,0,0,0,-0.8800702,52.7785411,GB,5807,1120
3829,0,0,0,0,0,0,0,0,0,0,-0.8855711,52.7703851,GB,5807,1120
3830,0,0,0,0,0,0,0,0,0,0,-0.8851852,52.7704084,GB,5807,1120
3831,0,0,0,0,0,0,0,0,0,0,-0.8855538,52.7704838,GB,5807,1120
3832,0,0,0,0,0,0,0,0,0,0,-0.8851514,52.7705699,GB,5807,1120
3833,0,0,0,0,0,0,0,0,0,0,-0.8855348,52.7706454,GB,5807,1120
3834,0,0,0,0,0,0,0,0,0,0,-0.8855168,52.7707711,GB,5807,1120
3835,0,0,0,0,0,0,0,0,0,0,-0.8850896,52.7706682,GB,5807,1120
3836,0,0,0,0,0,0,0,0,0,0,-0.8854983,52.7709148,GB,5807,1120
3837,0,0,0,0,0,0,0,0,0,0,-0.8850325,52.7711621,GB,5807,1120
3838,0,0,0,0,0,0,0,0,0,0,-0.8854812,52.7710045,GB,5807,1120
3839,0,0,0,0,0,0,0,0,0,0,-0.8850163,52.7712159,GB,5807,1120
3840,0,0,0,0,0,0,0,0,0,0,-0.885462,52.7711752,GB,5807,1120
3841,0,0,0,0,0,0,0,0,0,0,-0.8849695,52.7713054,GB,5807,1120
3842,0,0,0,0,0,0,0,0,0,0,-0.8854461,52.77122,GB,5807,1120
3843,0,0,0,0,0,0,0,0,0,0,-0.8849388,52.77135,GB,5807,1120
3844,0,0,0,0,0,0,0,0,0,0,-0.8854431,52.7713368,GB,5807,1120
3845,0,0,0,0,0,0,0,0,0,0,-0.8849805,52.7714583,GB,5807,1120
3846,0,0,0,0,0,0,0,0,0,0,-0.885245,52.7721261,GB,5807,1120
3847,0,0,0,0,0,0,0,0,0,0,-0.8849643,52.7715121,GB,5807,1120
3848,0,0,0,0,0,0,0,0,0,0,-0.8852434,52.772189,GB,5807,1120
3849,0,0,0,0,0,0,0,0,0,0,-0.884962,52.771602,GB,5807,1120
3850,0,0,0,0,0,0,0,0,0,0,-0.8852416,52.7722609,GB,5807,1120
3851,0,0,0,0,0,0,0,0,0,0,-0.884946,52.7716468,GB,5807,1120
3852,0,0,0,0,0,0,0,0,0,0,-0.8852254,52.7723147,GB,5807,1120
3853,0,0,0,0,0,0,0,0,0,0,-0.8849113,52.7718442,GB,5807,1120
3854,0,0,0,0,0,0,0,0,0,0,-0.885222,52.7724495,GB,5807,1120
3855,0,0,0,0,0,0,0,0,0,0,-0.8848956,52.77188,GB,5807,1120
3856,0,0,0,0,0,0,0,0,0,0,-0.8851741,52.7725839,GB,5807,1120
3857,0,0,0,0,0,0,0,0,0,0,-0.8848785,52.7719698,GB,5807,1120
3858,0,0,0,0,0,0,0,0,0,0,-0.8851579,52.7726377,GB,5807,1120
3859,0,0,0,0,0,0,0,0,0,0,-0.8847423,52.7720764,GB,5807,1120
3860,0,0,0,0,0,0,0,0,0,0,-0.8851252,52.7727542,GB,5807,1120
3861,0,0,0,0,0,0,0,0,0,0,-0.8848424,52.7722212,GB,5807,1120
3862,0,0,0,0,0,0,0,0,0,0,-0.8851384,52.7728173,GB,5807,1120
3863,0,0,0,0,0,0,0,0,0,0,-0.8848109,52.7722928,GB,5807,1120
3864,0,0,0,0,0,0,0,0,0,0,-0.8851063,52.7729159,GB,5807,1120
3865,0,0,0,0,0,0,0,0,0,0,-0.8847778,52.7724273,GB,5807,1120
3866,0,0,0,0,0,0,0,0,0,0,-0.8850894,52.7729966,GB,5807,1120
3867,0,0,0,0,0,0,0,0,0,0,-0.8847593,52.772571,GB,5807,1120
3868,0,0,0,0,0,0,0,0,0,0,-0.885072,52.7730953,GB,5807,1120
3869,0,0,0,0,0,0,0,0,0,0,-0.8847265,52.7726965,GB,5807,1120
3870,0,0,0,0,0,0,0,0,0,0,-0.8850853,52.7731584,GB,5807,1120
3871,0,0,0,0,0,0,0,0,0,0,-0.884723,52.7728314,GB,5807,1120
3872,0,0,0,0,0,0,0,0,0,0,-0.8850531,52.773257,GB,5807,1120
3873,0,0,0,0,0,0,0,0,0,0,-0.884705,52.772957,GB,5807,1120
3874,0,0,0,0,0,0,0,0,0,0,-0.8850367,52.7733198,GB,5807,1120
3875,0,0,0,0,0,0,0,0,0,0,-0.8846888,52.7730108,GB,5807,1120
3876,0,0,0,0,0,0,0,0,0,0,-0.8850191,52.7734275,GB,5807,1120
3877,0,0,0,0,0,0,0,0,0,0,-0.8846712,52.7731186,GB,5807,1120
3878,0,0,0,0,0,0,0,0,0,0,-0.8850029,52.7734813,GB,5807,1120
3879,0,0,0,0,0,0,0,0,0,0,-0.8846548,52.7731813,GB,5807,1120
3880,0,0,0,0,0,0,0,0,0,0,-0.8849851,52.773598,GB,5807,1120
3881,0,0,0,0,0,0,0,0,0,0,-0.884608,52.7732708,GB,5807,1120
3882,0,0,0,0,0,0,0,0,0,0,-0.8849839,52.7736429,GB,5807,1120
3883,0,0,0,0,0,0,0,0,0,0,-0.8846201,52.7733788,GB,5807,1120
3884,0,0,0,0,0,0,0,0,0,0,-0.8849347,52.7738312,GB,5807,1120
3885,0,0,0,0,0,0,0,0,0,0,-0.8846018,52.7735135,GB,5807,1120
3886,0,0,0,0,0,0,0,0,0,0,-0.8849335,52.7738762,GB,5807,1120
3887,0,0,0,0,0,0,0,0,0,0,-0.8845843,52.7736212,GB,5807,1120
3888,0,0,0,0,0,0,0,0,0,0,-0.8845667,52.7737289,GB,5807,1120
3889,0,0,0,0,0,0,0,0,0,0,-0.8845651,52.7737918,GB,5807,1120
3890,0,0,0,0,0,0,0,0,0,0,-0.884548,52.7738815,GB,5807,1120
3891,0,0,0,0,0,0,0,0,0,0,-0.8845466,52.7739355,GB,5807,1120
3892,0,0,0,0,0,0,0,0,0,0,-0.8844554,52.7740245,GB,5807,1120
3893,0,0,0,0,0,0,0,0,0,0,-0.8844389,52.7740873,GB,5807,1120
3894,0,0,0,0,0,0,0,0,0,0,-0.8844366,52.7741772,GB,5807,1120
3895,0,0,0,0,0,0,0,0,0,0,-0.8844204,52.7742309,GB,5807,1120
3896,0,0,0,0,0,0,0,0,0,0,-0.8981076,52.7570172,GB,5807,1120
3897,0,0,0,0,0,0,0,0,0,0,-0.9003889,52.7576317,GB,5807,1120
3898,0,0,0,0,0,0,0,0,0,0,-0.8980937,52.7569811,GB,5807,1120
3899,0,0,0,0,0,0,0,0,0,0,-0.9002123,52.7575851,GB,5807,1120
3900,0,0,0,0,0,0,0,0,0,0,-0.8979916,52.7569172,GB,5807,1120
3901,0,0,0,0,0,0,0,0,0,0,-0.9000504,52.7575387,GB,5807,1120
3902,0,0,0,0,0,0,0,0,0,0,-0.8979628,52.756881,GB,5807,1120
3903,0,0,0,0,0,0,0,0,0,0,-0.899874,52.7574831,GB,5807,1120
3904,0,0,0,0,0,0,0,0,0,0,-0.8978906,52.7568084,GB,5807,1120
3905,0,0,0,0,0,0,0,0,0,0,-0.8996976,52.7574275,GB,5807,1120
3906,0,0,0,0,0,0,0,0,0,0,-0.8978619,52.7567722,GB,5807,1120
3907,0,0,0,0,0,0,0,0,0,0,-0.8993477,52.7571995,GB,5807,1120
3908,0,0,0,0,0,0,0,0,0,0,-0.8977748,52.7566994,GB,5807,1120
3909,0,0,0,0,0,0,0,0,0,0,-0.8991722,52.757108,GB,5807,1120
3910,0,0,0,0,0,0,0,0,0,0,-0.8977461,52.7566632,GB,5807,1120
3911,0,0,0,0,0,0,0,0,0,0,-0.8990259,52.7570347,GB,5807,1120
3912,0,0,0,0,0,0,0,0,0,0,-0.8974564,52.7563998,GB,5807,1120
3913,0,0,0,0,0,0,0,0,0,0,-0.8988962,52.7568897,GB,5807,1120
3914,0,0,0,0,0,0,0,0,0,0,-0.8973841,52.7563272,GB,5807,1120
3915,0,0,0,0,0,0,0,0,0,0,-0.8988528,52.7568443,GB,5807,1120
3916,0,0,0,0,0,0,0,0,0,0,-0.8973116,52.7562636,GB,5807,1120
3917,0,0,0,0,0,0,0,0,0,0,-0.8987804,52.7567807,GB,5807,1120
3918,0,0,0,0,0,0,0,0,0,0,-0.8972394,52.756191,GB,5807,1120
3919,0,0,0,0,0,0,0,0,0,0,-0.8987521,52.7567265,GB,5807,1120
3920,0,0,0,0,0,0,0,0,0,0,-0.8971379,52.7561002,GB,5807,1120
3921,0,0,0,0,0,0,0,0,0,0,-0.8985061,52.7564905,GB,5807,1120
3922,0,0,0,0,0,0,0,0,0,0,-0.8970654,52.7560366,GB,5807,1120
3923,0,0,0,0,0,0,0,0,0,0,-0.8984774,52.7564543,GB,5807,1120
3924,0,0,0,0,0,0,0,0,0,0,-0.8966151,52.7556818,GB,5603,1120
3925,0,0,0,0,0,0,0,0,0,0,-0.8984197,52.7563908,GB,5603,1120
3926,0,0,0,0,0,0,0,0,0,0,-0.8966014,52.7556367,GB,5603,1120
3927,0,0,0,0,0,0,0,0,0,0,-0.8983912,52.7563456,GB,5603,1120
3928,0,0,0,0,0,0,0,0,0,0,-0.8964842,52.7555817,GB,5603,1120
3929,0,0,0,0,0,0,0,0,0,0,-0.8983333,52.7562911,GB,5603,1120
3930,0,0,0,0,0,0,0,0,0,0,-0.8964557,52.7555365,GB,5603,1120
3931,0,0,0,0,0,0,0,0,0,0,-0.8983046,52.7562549,GB,5603,1120
3932,0,0,0,0,0,0,0,0,0,0,-0.8962957,52.7554181,GB,5603,1120
3933,0,0,0,0,0,0,0,0,0,0,-0.898247,52.7561914,GB,5603,1120
3934,0,0,0,0,0,0,0,0,0,0,-0.8962363,52.7554265,GB,5603,1120
3935,0,0,0,0,0,0,0,0,0,0,-0.8982182,52.7561552,GB,5603,1120
3936,0,0,0,0,0,0,0,0,0,0,-0.896102,52.7554613,GB,5603,1120
3937,0,0,0,0,0,0,0,0,0,0,-0.897929,52.7558738,GB,5603,1120
3938,0,0,0,0,0,0,0,0,0,0,-0.8960277,52.7554696,GB,5603,1120
3939,0,0,0,0,0,0,0,0,0,0,-0.8979003,52.7558376,GB,5603,1120
3940,0,0,0,0,0,0,0,0,0,0,-0.8959083,52.7555044,GB,5603,1120
3941,0,0,0,0,0,0,0,0,0,0,-0.8978426,52.7557741,GB,5603,1120
3942,0,0,0,0,0,0,0,0,0,0,-0.895834,52.7555127,GB,5603,1120
3943,0,0,0,0,0,0,0,0,0,0,-0.8977991,52.7557377,GB,5603,1120
3944,0,0,0,0,0,0,0,0,0,0,-0.8956998,52.7555474,GB,5603,1120
3945,0,0,0,0,0,0,0,0,0,0,-0.8977412,52.7556833,GB,5603,1120
3946,0,0,0,0,0,0,0,0,0,0,-0.8956401,52.7555648,GB,5603,1120
3947,0,0,0,0,0,0,0,0,0,0,-0.8977124,52.755647,GB,5603,1120
3948,0,0,0,0,0,0,0,0,0,0,-0.8955466,52.7551594,GB,5603,1120
3949,0,0,0,0,0,0,0,0,0,0,-0.8976548,52.7555836,GB,5603,1120
3950,0,0,0,0,0,0,0,0,0,0,-0.8956207,52.7551601,GB,5603,1120
3951,0,0,0,0,0,0,0,0,0,0,-0.897626,52.7555474,GB,5603,1120
3952,0,0,0,0,0,0,0,0,0,0,-0.8957387,52.7551792,GB,5603,1120
3953,0,0,0,0,0,0,0,0,0,0,-0.8959699,52.7530687,GB,5603,1120
3954,0,0,0,0,0,0,0,0,0,0,-0.8958128,52.7551799,GB,5603,1120
3955,0,0,0,0,0,0,0,0,0,0,-0.8959566,52.7530056,GB,5603,1120
3956,0,0,0,0,0,0,0,0,0,0,-0.8959311,52.75519,GB,5603,1120
3957,0,0,0,0,0,0,0,0,0,0,-0.8958844,52.752933,GB,5603,1120
3958,0,0,0,0,0,0,0,0,0,0,-0.8960051,52.7551907,GB,5603,1120
3959,0,0,0,0,0,0,0,0,0,0,-0.8958712,52.75287,GB,5603,1120
3960,0,0,0,0,0,0,0,0,0,0,-0.8959504,52.7550104,GB,5603,1120
3961,0,0,0,0,0,0,0,0,0,0,-0.8958454,52.7527169,GB,5603,1120
3962,0,0,0,0,0,0,0,0,0,0,-0.8959513,52.7549744,GB,5603,1120
3963,0,0,0,0,0,0,0,0,0,0,-0.8957711,52.7527252,GB,5603,1120
3964,0,0,0,0,0,0,0,0,0,0,-0.8959538,52.7548755,GB,5603,1120
3965,0,0,0,0,0,0,0,0,0,0,-0.895682,52.7527334,GB,5603,1120
3966,0,0,0,0,0,0,0,0,0,0,-0.895955,52.7548306,GB,5603,1120
3967,0,0,0,0,0,0,0,0,0,0,-0.8956567,52.7525623,GB,5603,1120
3968,0,0,0,0,0,0,0,0,0,0,-0.8955985,52.7548632,GB,5603,1120
3969,0,0,0,0,0,0,0,0,0,0,-0.895643,52.7525173,GB,5603,1120
3970,0,0,0,0,0,0,0,0,0,0,-0.8955245,52.7548625,GB,5603,1120
3971,0,0,0,0,0,0,0,0,0,0,-0.8956742,52.7524546,GB,5603,1120
3972,0,0,0,0,0,0,0,0,0,0,-0.8956754,52.7524097,GB,5603,1120
3973,0,0,0,0,0,0,0,0,0,0,-0.8956619,52.7523556,GB,5603,1120
3974,0,0,0,0,0,0,0,0,0,0,-0.895781,52.7535074,GB,5603,1120
3975,0,0,0,0,0,0,0,0,0,0,-0.8956808,52.752194,GB,5603,1120
3976,0,0,0,0,0,0,0,0,0,0,-0.8957673,52.7534624,GB,5603,1120
3977,0,0,0,0,0,0,0,0,0,0,-0.8956065,52.7522023,GB,5603,1120
3978,0,0,0,0,0,0,0,0,0,0,-0.8957538,52.7534083,GB,5603,1120
3979,0,0,0,0,0,0,0,0,0,0,-0.8955179,52.7521925,GB,5603,1120
3980,0,0,0,0,0,0,0,0,0,0,-0.8955517,52.7531997,GB,5603,1120
3981,0,0,0,0,0,0,0,0,0,0,-0.8954288,52.7522006,GB,5603,1120
3982,0,0,0,0,0,0,0,0,0,0,-0.8955531,52.7531457,GB,5603,1120
3983,0,0,0,0,0,0,0,0,0,0,-0.8953547,52.7521999,GB,5603,1120
3984,0,0,0,0,0,0,0,0,0,0,-0.8954364,52.7530727,GB,5603,1120
3985,0,0,0,0,0,0,0,0,0,0,-0.8954816,52.7518685,GB,5603,1120
3986,0,0,0,0,0,0,0,0,0,0,-0.8954375,52.7530278,GB,5603,1120
3987,0,0,0,0,0,0,0,0,0,0,-0.8954682,52.7518144,GB,5603,1120
3988,0,0,0,0,0,0,0,0,0,0,-0.8953208,52.7529548,GB,5603,1120
3989,0,0,0,0,0,0,0,0,0,0,-0.8954547,52.7517604,GB,5603,1120
3990,0,0,0,0,0,0,0,0,0,0,-0.8953222,52.7529008,GB,5603,1120
3991,0,0,0,0,0,0,0,0,0,0,-0.8954561,52.7517064,GB,5603,1120
3992,0,0,0,0,0,0,0,0,0,0,-0.8952053,52.7528368,GB,5603,1120
3993,0,0,0,0,0,0,0,0,0,0,-0.8954283,52.7516342,GB,5603,1120
3994,0,0,0,0,0,0,0,0,0,0,-0.8952066,52.7527829,GB,5603,1120
3995,0,0,0,0,0,0,0,0,0,0,-0.8954297,52.7515803,GB,5603,1120
3996,0,0,0,0,0,0,0,0,0,0,-0.8950336,52.7525925,GB,5603,1120
3997,0,0,0,0,0,0,0,0,0,0,-0.8954171,52.7514903,GB,5603,1120
3998,0,0,0,0,0,0,0,0,0,0,-0.89502,52.7525474,GB,5603,1120
3999,0,0,0,0,0,0,0,0,0,0,-0.8954037,52.7514362,GB,5603,1120
4000,0,0,0,0,0,0,0,0,0,0,-0.8950213,52.7524935,GB,5603,1120
4001,0,0,0,0,0,0,0,0,0,0,-0.895287,52.7513632,GB,5603,1120
4002,0,0,0,0,0,0,0,0,0,0,-0.8949632,52.752448,GB,5603,1120
4003,0,0,0,0,0,0,0,0,0,0,-0.8952735,52.7513092,GB,5603,1120
4004,0,0,0,0,0,0,0,0,0,0,-0.8949498,52.7523939,GB,5603,1120
4005,0,0,0,0,0,0,0,0,0,0,-0.8951015,52.7510828,GB,5603,1120
4006,0,0,0,0,0,0,0,0,0,0,-0.8949361,52.7523489,GB,5603,1120
4007,0,0,0,0,0,0,0,0,0,0,-0.895088,52.7510287,GB,5603,1120
4008,0,0,0,0,0,0,0,0,0,0,-0.8949375,52.7522949,GB,5603,1120
4009,0,0,0,0,0,0,0,0,0,0,-0.8950746,52.7509747,GB,5603,1120
4010,0,0,0,0,0,0,0,0,0,0,-0.8946444,52.7521663,GB,5603,1120
4011,0,0,0,0,0,0,0,0,0,0,-0.8950023,52.7509021,GB,5603,1120
4012,0,0,0,0,0,0,0,0,0,0,-0.8947335,52.7521582,GB,5603,1120
4013,0,0,0,0,0,0,0,0,0,0,-0.8950037,52.7508482,GB,5603,1120
4014,0,0,0,0,0,0,0,0,0,0,-0.8948076,52.7521589,GB,5603,1120
4015,0,0,0,0,0,0,0,0,0,0,-0.8949465,52.7507667,GB,5603,1120
4016,0,0,0,0,0,0,0,0,0,0,-0.8948967,52.7521507,GB,5603,1120
4017,0,0,0,0,0,0,0,0,0,0,-0.8949476,52.7507218,GB,5603,1120
4018,0,0,0,0,0,0,0,0,0,0,-0.8948718,52.7519617,GB,5603,1120
4019,0,0,0,0,0,0,0,0,0,0,-0.8949344,52.7506587,GB,5603,1120
4020,0,0,0,0,0,0,0,0,0,0,-0.8948878,52.7519169,GB,5603,1120
4021,0,0,0,0,0,0,0,0,0,0,-0.8946929,52.7508363,GB,5603,1120
4022,0,0,0,0,0,0,0,0,0,0,-0.8948891,52.751863,GB,5603,1120
4023,0,0,0,0,0,0,0,0,0,0,-0.8946038,52.7508444,GB,5603,1120
4024,0,0,0,0,0,0,0,0,0,0,-0.8949668,52.7517198,GB,5603,1120
4025,0,0,0,0,0,0,0,0,0,0,-0.8945147,52.7508526,GB,5603,1120
4026,0,0,0,0,0,0,0,0,0,0,-0.8949682,52.7516659,GB,5603,1120
4027,0,0,0,0,0,0,0,0,0,0,-0.8944258,52.7508518,GB,5603,1120
4028,0,0,0,0,0,0,0,0,0,0,-0.8949545,52.7516208,GB,5603,1120
4029,0,0,0,0,0,0,0,0,0,0,-0.8943367,52.7508599,GB,5603,1120
4030,0,0,0,0,0,0,0,0,0,0,-0.894519,52.7512662,GB,5603,1120
4031,0,0,0,0,0,0,0,0,0,0,-0.8941455,52.7508042,GB,5603,1120
4032,0,0,0,0,0,0,0,0,0,0,-0.8944604,52.7512387,GB,5603,1120
4033,0,0,0,0,0,0,0,0,0,0,-0.8940571,52.7507854,GB,5603,1120
4034,0,0,0,0,0,0,0,0,0,0,-0.8944021,52.7512022,GB,5603,1120
4035,0,0,0,0,0,0,0,0,0,0,-0.8939253,52.7507212,GB,5603,1120
4036,0,0,0,0,0,0,0,0,0,0,-0.8943438,52.7511657,GB,5603,1120
4037,0,0,0,0,0,0,0,0,0,0,-0.8938524,52.7506756,GB,5603,1120
4038,0,0,0,0,0,0,0,0,0,0,-0.8934632,52.7508338,GB,5603,1120
4039,0,0,0,0,0,0,0,0,0,0,-0.8937506,52.7506027,GB,5603,1120
4040,0,0,0,0,0,0,0,0,0,0,-0.8934199,52.7507885,GB,5603,1120
4041,0,0,0,0,0,0,0,0,0,0,-0.8937073,52.7505574,GB,5603,1120
4042,0,0,0,0,0,0,0,0,0,0,-0.8933766,52.7507431,GB,5603,1120
4043,0,0,0,0,0,0,0,0,0,0,-0.8935496,52.7503492,GB,5603,1120
4044,0,0,0,0,0,0,0,0,0,0,-0.8933331,52.7507067,GB,5603,1120
4045,0,0,0,0,0,0,0,0,0,0,-0.8935065,52.7502948,GB,5603,1120
4046,0,0,0,0,0,0,0,0,0,0,-0.893246,52.750634,GB,5603,1120
4047,0,0,0,0,0,0,0,0,0,0,-0.8934782,52.7502406,GB,5603,1120
4048,0,0,0,0,0,0,0,0,0,0,-0.8932175,52.7505888,GB,5603,1120
4049,0,0,0,0,0,0,0,0,0,0,-0.8934497,52.7501954,GB,5603,1120
4050,0,0,0,0,0,0,0,0,0,0,-0.8931742,52.7505434,GB,5603,1120
4051,0,0,0,0,0,0,0,0,0,0,-0.8931608,52.7504894,GB,5603,1120
4052,0,0,0,0,0,0,0,0,0,0,-0.8931175,52.750444,GB,5603,1120
4053,0,0,0,0,0,0,0,0,0,0,-0.893007,52.7501283,GB,5603,1120
4054,0,0,0,0,0,0,0,0,0,0,-0.8930083,52.7500744,GB,5603,1120
4055,0,0,0,0,0,0,0,0,0,0,-0.8929949,52.7500203,GB,5603,1120
4056,0,0,0,0,0,0,0,0,0,0,-0.892996,52.7499754,GB,5603,1120
4057,0,0,0,0,0,0,0,0,0,0,-0.8955814,52.7543686,GB,5603,1120
4058,0,0,0,0,0,0,0,0,0,0,-0.894592,52.7636011,GB,5603,1120
4059,0,0,0,0,0,0,0,0,0,0,-0.8950208,52.7642254,GB,5603,1120
4060,0,0,0,0,0,0,0,0,0,0,-0.8927582,52.7634492,GB,5603,1120
4061,0,0,0,0,0,0,0,0,0,0,-0.8925505,52.7634562,GB,5603,1120
4062,0,0,0,0,0,0,0,0,0,0,-0.8946928,52.7637189,GB,5603,1120
4063,0,0,0,0,0,0,0,0,0,0,-0.8951679,52.7642717,GB,5603,1120
4064,0,0,0,0,0,0,0,0,0,0,-0.8945387,52.7633669,GB,5603,1120
4065,0,0,0,0,0,0,0,0,0,0,-0.8930513,52.7635778,GB,5603,1120
4066,0,0,0,0,0,0,0,0,0,0,-0.8951574,52.7641008,GB,5603,1120
4067,0,0,0,0,0,0,0,0,0,0,-0.8947546,52.7636206,GB,5603,1120
4068,0,0,0,0,0,0,0,0,0,0,-0.8924771,52.7634286,GB,5603,1120
4069,0,0,0,0,0,0,0,0,0,0,-0.8951574,52.7641008,GB,5603,1120
4070,0,0,0,0,0,0,0,0,0,0,-0.8950635,52.7642977,GB,5603,1120
4071,0,0,0,0,0,0,0,0,0,0,-0.8946351,52.7636555,GB,5603,1120
4072,0,0,0,0,0,0,0,0,0,0,-0.8926823,52.7635204,GB,5603,1120
4073,0,0,0,0,0,0,0,0,0,0,-0.8942526,52.763544,GB,5603,1120
4074,0,0,0,0,0,0,0,0,0,0,-0.8929633,52.763541,GB,5603,1120
4075,0,0,0,0,0,0,0,0,0,0,-0.895497,52.7641489,GB,5603,1120
4076,0,0,0,0,0,0,0,0,0,0,-0.8946832,52.7640964,GB,5603,1120
